#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Entodinium longinucleatum	601995	PRJNA777442	777442	Protists	Other Protists	56.3348	22.9	GCA_023807305.1	-	JAJMZY01	25398	-	-	20/6/2022	20/6/2022	Contig	Northwest Agriculture and Forestry University	SAMN22862963
Diplodinium flabellum	2892824	PRJNA777442	777442	Protists	Other Protists	54.1578	21.5	GCA_023805565.1	-	JAJJKN01	32731	-	-	19/6/2022	19/6/2022	Contig	Northwest Agriculture and Forestry University	SAMN22863007
Isotricha sp. YL-2021a	2893167	PRJNA777442	777442	Protists	Other Protists	55.1784	19.1	GCA_023806865.1	-	JAJJLH01	7196	-	-	19/6/2022	19/6/2022	Contig	Northwest Agriculture and Forestry University	SAMN22862976
Hyaloperonospora brassicae	162125	PRJNA540582	540582	Protists	Other Protists	76.948	47.4	GCA_019297655.1	-	SZZI01	6469	-	-	21/7/2021	21/7/2021	Scaffold	The University of Western Australia	SAMN11547018
Eimeria sp. OTU-Z	2052605	PRJEB40060	734224	Protists	Apicomplexans	50.5613	48.6	GCA_904066265.1	-	CAJFCY01	27925	-	-	2/6/2021	2/6/2021	Scaffold	Royal Veterinary College	SAMEA7277334
Phytophthora vignae	67595	PRJNA626502	626502	Protists	Other Protists	89.8904	54.8	GCA_016169925.1	-	JABJXB01	268	-	-	21/12/2020	21/12/2020	Contig	Crop Sciences of CAAS	SAMN14648294
Panagrolaimus sp. k MP-2021	2901388	PRJNA786727	786727	Animals	Roundworms	265.853	24.8	GCA_028622995.1	mitochondrion MT:CM053338.1	JAJQJQ01	808	-	-	9/2/2023	9/2/2023	Contig	The Max Planck Institute of Molecular Cell Biology and Genetics	SAMN23718297
Amoebophrya sp. A25	1410381	PRJEB39972	675254	Protists	Other Protists	116.004	46.7	GCA_905178165.1	-	CAJINU01	597	27961	27961	28/9/2021	28/9/2021	Scaffold	Genoscope	SAMEA7198937
Nephromyces sp. ex Molgula occidentalis	2544991	PRJNA524113	524113	Protists	Apicomplexans	560.451	31.5	GCA_004523865.1	-	SOZB01	548705	-	-	29/3/2019	29/3/2019	Contig	Center for Comparative Genomics and Evolutionary Bioinformatics	SAMN10992619
Globisporangium ultimum var. sporangiiferum	115421	PRJNA601986	601986	Protists	Other Protists	38.8885	52.3	GCA_023334565.1	-	JAADVG01	3140	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878634
Rhabditida sp.	2731189	PRJNA810309	810309	Animals	Roundworms	2.82375	32.9	GCA_029299675.1	-	DAGXHW01	635	-	-	20/3/2023	20/3/2023	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN26303062
Trypanosomatidae sp. JR-2017b	2029566	PRJNA398352	398352	Protists	Kinetoplasts	75.8581	57.1	GCA_016643115.1	-	NSCP01	20763	-	-	14/1/2021	14/1/2021	Scaffold	National Institute of Allergy and Infectious Diseases	SAMN07508841
Phytophthora plurivora	639000	PRJNA393259	393259	Protists	Other Protists	40.4412	51.7	GCA_002247145.1	-	NMPK01	1897	-	-	11/8/2017	11/8/2017	Scaffold	Sveriges lantbruksuniversite	SAMN07326770
Thraustochytrium sp. ATCC 26185	672127	PRJNA368972	368972	Protists	Other Protists	18.0999	64	GCA_002154235.1	-	MUFY01	10764	-	-	22/5/2017	22/5/2017	Scaffold	University of Saskatchewan	SAMN06274943
Stramenopiles sp. TOSAG23-3	1735745	PRJEB6603	253557	Protists	Other Protists	28.4142	44.7	GCA_900128585.1	-	FQSG01	7088	-	-	25/11/2016	25/11/2016	Scaffold	Genoscope	SAMEA3727698
Plasmodium ovale	36330	PRJEB14392	336501	Protists	Apicomplexans	33.4795	28.6026	GCA_900090035.2	chromosome 1:LT594582.1; chromosome 2:LT594583.1; chromosome 3:LT594584.1; chromosome 4:LT594585.1; chromosome 5:LT594586.1; chromosome 6:LT594587.1; chromosome 7:LT594588.1; chromosome 8:LT594589.1; chromosome 9:LT594590.1; chromosome 10:LT594591.1; chromosome 11:LT594592.1; chromosome 12:LT594593.1; chromosome 13:LT594594.1; chromosome 14:LT594595.1; apicoplast API:LT594596.1	FLRI01	653	7243	6647	27/9/2016	16/6/2018	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA680296
Aurantiochytrium sp. KH105	2010233	PRJDB6838	454823	Protists	Other Protists	76.8225	57.1	GCA_003116975.1	-	BGKB01	512	-	-	3/5/2018	3/5/2018	Scaffold	"Marine Genomics Unit, Okinawa Institute of Science and Technology"	SAMD00114598
Trichinella sp. T9	181606	PRJNA257433	257433	Animals	Roundworms	49.0752	33.6	GCA_001447505.1	-	JYDN01	5752	13111	18558	24/11/2015	8/3/2016	Scaffold	University of Melbourne	SAMN02949488
Leptomonas seymouri BHU1095	1263718	PRJNA176882	176882	Protists	Kinetoplasts	26.5129	55.3	GCA_000333875.2	-	ANAF02	2245	-	-	25/1/2013	20/5/2016	Scaffold	Central Drug Research Institute	SAMN02953823
Schistosoma curassoni	6186	PRJEB44848	751336	Animals	Flatworms	396.952	35	GCA_907275115.1	-	CAJSMQ01	370	-	-	1/8/2021	1/8/2021	Scaffold	WELLCOME SANGER INSTITUTE	SAMEA8751485
Schistosoma margrebowiei	48269	PRJEB522	261595	Animals	Flatworms	367.397	34	GCA_900618395.1	-	UZAI01	23355	26123	25634	30/11/2018	30/11/2018	Scaffold	"Wellcome Trust Sanger Institute, Wellcome Genome Campus"	SAMEA1984307
Schistosoma mattheei	31246	PRJEB523	261596	Animals	Flatworms	340.818	32.7	GCA_900617995.1	-	UZAL01	62061	22841	22255	30/11/2018	30/11/2018	Scaffold	"Wellcome Trust Sanger Institute, Wellcome Genome Campus"	SAMEA1034772
Heligmosomoides polygyrus	6339	PRJEB1203	261613	Animals	Roundworms	560.662	42	GCA_900618505.1	-	UZAH01	44726	27430	27347	30/11/2018	30/11/2018	Scaffold	"Wellcome Trust Sanger Institute, Wellcome Genome Campus"	SAMEA1686772
Oscheius sp. DF5120	2879420	PRJEB51356	813104	Animals	Roundworms	47.7614	37.6727	GCA_932521415.1	chromosome I:OW051461.1; chromosome II:OW051462.1; chromosome III:OW051463.1; chromosome IV:OW051464.1; chromosome V:OW051465.1; chromosome X:OW051466.1; mitochondrion MT:OW051467.1	-	7	-	-	6/3/2022	21/3/2022	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA8659877
Cryptosporidium sp. chipmunk genotype I	1280935	PRJNA511361	511361	Protists	Apicomplexans	9.05241	32	GCA_004936735.2	-	SCFC02	50	3783	3783	30/4/2019	30/12/2021	Scaffold	South China Agricultural University	SAMN10623052
Schizochytrium sp. TIO01	559965	PRJNA483186	483186	Protists	Other Protists	64.0681	44.8434	GCA_004764695.1	plasmid unnamed_26:CM015707.1; plasmid unnamed_70:CM015708.1; mitochondrion MT:CM015709.1	SMSO01	37	-	-	9/4/2019	12/4/2019	Scaffold	"Third Institute of Oceanography State Oceanic Administration,China"	SAMN09727268
Dicrocoelium dendriticum	57078	PRJEB3954	261619	Animals	Flatworms	547.921	43.7	GCA_000950715.1	-	-	478538	-	-	24/9/2014	24/9/2014	Contig	"Wellcome Trust Sanger Institute, Wellcome Genome Campus"	SAMEA2009450
Phytomonas sp. Hart1	223615	PRJEB1539	238193	Protists	Kinetoplasts	18.1292	46.2	GCA_000982615.1	-	CAVR02	84	6451	6451	11/3/2014	30/1/2015	Scaffold	Genoscope CEA	SAMEA3146253
Leishmania sp. Namibia	2802991	PRJNA689706	689706	Protists	Kinetoplasts	34.1186	59.5338	GCA_017918225.1	chromosome 1:CM030540.1; chromosome 2:CM030541.1; chromosome 3:CM030542.1; chromosome 4:CM030543.1; chromosome 5:CM030544.1; chromosome 6:CM030545.1; chromosome 7:CM030546.1; chromosome 8:CM030547.1; chromosome 9:CM030548.1; chromosome 10:CM030549.1; chromosome 11:CM030550.1; chromosome 12:CM030551.1; chromosome 13:CM030552.1; chromosome 14:CM030553.1; chromosome 15:CM030554.1; chromosome 16:CM030555.1; chromosome 17:CM030556.1; chromosome 18:CM030557.1; chromosome 19:CM030558.1; chromosome 20:CM030559.1; chromosome 21:CM030560.1; chromosome 22:CM030561.1; chromosome 23:CM030562.1; chromosome 24:CM030563.1; chromosome 25:CM030564.1; chromosome 26:CM030565.1; chromosome 27:CM030566.1; chromosome 28:CM030567.1; chromosome 29:CM030568.1; chromosome 30:CM030569.1; chromosome 31:CM030570.1; chromosome 32:CM030571.1; chromosome 33:CM030572.1; chromosome 34:CM030573.1; chromosome 35:CM030574.1; chromosome 36:CM030575.1	JAFNID01	67	8266	8266	13/4/2021	15/4/2021	Chromosome	Lancaster University	SAMN17294129
Panagrellus sp. LJ2285	2950577	PRJNA845886	845886	Animals	Roundworms	62.2704	44.2	GCA_024447235.1	-	JAMRYB01	72	-	-	26/7/2022	26/7/2022	Contig	Seoul National University	SAMN28864277
Zoroaster sp. YZ-2022	2989510	PRJNA891479	891479	Protists	Other Protists	1001.96	38.1278	GCA_029582265.1	chromosome 1:CM055816.1; chromosome 2:CM055817.1; chromosome 3:CM055818.1; chromosome 4:CM055819.1; chromosome 5:CM055820.1; chromosome 6:CM055821.1; chromosome 7:CM055822.1; chromosome 8:CM055823.1; chromosome 9:CM055824.1; chromosome 10:CM055825.1; chromosome 11:CM055826.1; chromosome 12:CM055827.1; chromosome 13:CM055828.1; chromosome 14:CM055829.1; chromosome 15:CM055830.1; chromosome 16:CM055831.1; chromosome 17:CM055832.1; chromosome 18:CM055833.1; chromosome 19:CM055834.1; chromosome 20:CM055835.1; chromosome 21:CM055836.1; chromosome 22:CM055837.1	JAQQFT01	616	-	-	4/4/2023	4/4/2023	Chromosome	"Institute of Deep-Sea Science and Engineering,Chinese Academy of Sciences"	SAMN31329402
Theileria orientalis	68886	PRJNA325070	325070	Protists	Apicomplexans	9.37233	38.8095	GCA_003072545.3	chromosome 1:CP056065.1; chromosome 2:CP056068.1; chromosome 3:CP056066.1; chromosome 4:CP056067.1; mitochondrion MT:CP102587.1; apicoplast Pltd:CP102586.1	-	6	3379	3322	7/2/2022	7/2/2022	Complete Genome	Australian Centre for Genomic Epidemiological Microbiology	SAMN05219177
Stylonychia lemnae 2x8/2	755200	PRJNA47415	47415	Protists	Other Protists	54.7102	31.3	GCA_000325865.3	-	ADNZ03	23449	-	-	13/4/2012	23/12/2015	Contig	HHMI JFRC	SAMN03317015
Leishmania mexicana	5665	PRJNA484340	484340	Protists	Kinetoplasts	32.0572	59.8	GCA_003992435.1	-	RZOC01	55	-	-	4/1/2019	4/1/2019	Contig	CDC	SAMN09984810
Leishmania aethiopica L147	1206056	PRJNA169673	169673	Protists	Kinetoplasts	31.6308	59.7916	GCA_000444285.2	chromosome 1:CM007214.1; chromosome 2:CM007215.1; chromosome 3:CM007216.1; chromosome 4:CM007217.1; chromosome 5:CM007218.1; chromosome 6:CM007219.1; chromosome 7:CM007220.1; chromosome 8:CM007221.1; chromosome 9:CM007222.1; chromosome 10:CM007223.1; chromosome 11:CM007224.1; chromosome 12:CM007225.1; chromosome 13:CM007226.1; chromosome 14:CM007227.1; chromosome 15:CM007228.1; chromosome 16:CM007229.1; chromosome 17:CM007230.1; chromosome 18:CM007231.1; chromosome 19:CM007232.1; chromosome 20:CM007233.1; chromosome 21:CM007234.1; chromosome 22:CM007235.1; chromosome 23:CM007236.1; chromosome 24:CM007237.1; chromosome 25:CM007238.1; chromosome 26:CM007239.1; chromosome 27:CM007240.1; chromosome 28:CM007241.1; chromosome 29:CM007242.1; chromosome 30:CM007207.1; chromosome 31:CM007208.1; chromosome 32:CM007209.1; chromosome 33:CM007210.1; chromosome 34:CM007211.1; chromosome 35:CM007212.1; chromosome 36:CM007213.1	AUMB02	160	-	-	5/8/2013	30/9/2016	Chromosome	Kinetoplastid Genomes Consortium	SAMN02214601
Globisporangium iwayamae DAOM BR242034	1223558	PRJNA169054	169054	Protists	Other Protists	43.1992	54.6	GCA_000387465.2	-	AKYA02	11541	-	-	2/5/2013	11/8/2014	Scaffold	Michigan State University	SAMN02981433
Pythium aphanidermatum	65070	PRJNA601986	601986	Protists	Other Protists	39.569	53.7	GCA_023337855.1	-	JAADXP01	7742	-	-	11/5/2022	11/5/2022	Contig	Agriculture and Agri-Food Canada	SAMN13878538
Plasmodium cynomolgi	5827	PRJEB2243	204034	Protists	Apicomplexans	30.6576	37.3001	GCA_900180395.1	chromosome 1:LT841379.1; chromosome 2:LT841380.1; chromosome 3:LT841381.1; chromosome 4:LT841382.1; chromosome 5:LT841383.1; chromosome 6:LT841384.1; chromosome 7:LT841385.1; chromosome 8:LT841386.1; chromosome 9:LT841387.1; chromosome 10:LT841388.1; chromosome 11:LT841389.1; chromosome 12:LT841390.1; chromosome 13:LT841391.1; chromosome 14:LT841392.1; mitochondrion MT:LT841393.1; apicoplast API:LT841394.1	FXLJ01	56	-	-	26/4/2017	26/4/2017	Chromosome	Wellcome Sanger Institute	SAMEA695046
Leishmania panamensis MHOM/COL/81/L13	1295824	PRJNA165959	165959	Protists	Kinetoplasts	31.2639	57.5	GCA_000340495.1	-	AOND01	952	-	-	31/1/2013	4/8/2014	Scaffold	Kinetoplastid Genomes Consortium	SAMN01129975
Plasmodium sp. gorilla clade G2	880535	PRJEB13584	445524	Protists	Apicomplexans	22.1907	18.6257	GCA_900097015.1	chromosome 1:NC_041693.1/LT969410.1; chromosome 2:NC_041694.1/LT969411.1; chromosome 3:NC_041695.1/LT969412.1; chromosome 4:NC_041696.1/LT969413.1; chromosome 5:NC_041697.1/LT969414.1; chromosome 6:NC_041698.1/LT969415.1; chromosome 7:NC_041699.1/LT969416.1; chromosome 8:NC_041700.1/LT969417.1; chromosome 9:NC_041701.1/LT969418.1; chromosome 10:NC_041702.1/LT969419.1; chromosome 11:NC_041703.1/LT969420.1; chromosome 12:NC_041704.1/LT969421.1; chromosome 13:NC_041705.1/LT969422.1; chromosome 14:NC_041706.1/LT969423.1	OEYY01	82	5562	5321	25/3/2018	25/3/2018	Chromosome	"Wellcome Trust Sanger Institute, Wellcome Genome Campus"	SAMEA2797513
Caenorhabditis sp. 40 LS-2015	1737337	PRJEB12608	310591	Animals	Roundworms	101.229	41.5	GCA_900536305.3	-	UNPG02	3276	-	-	29/8/2018	9/4/2019	Scaffold	"Nematode and Neglected Genomics, IEB, University of Edinburgh"	SAMEA4839312
Symbiodinium sp. CCMP2592	631055	PRJEB34894	629173	Protists	Other Protists	1103.3	51	GCA_905221615.1	-	CAJNDT01	6245	45474	45474	18/2/2021	18/2/2021	Scaffold	"Australian Centre for Ecogenomics, School of Chemistry and Molecular Biosciences, University of Queensland"	SAMEA7230703
Blastocystis sp. subtype 1	944036	PRJNA855474	855474	Protists	Other Protists	20.1028	55	GCA_027406405.1	-	JANPWL01	116	-	-	27/12/2022	27/12/2022	Contig	Dalhousie University	SAMN29493208
Plasmodium vinckei petteri	138298	PRJEB19355	388626	Protists	Apicomplexans	19.4105	23.1553	GCA_903994235.1	chromosome PVPCR_01:LR865406.1; chromosome PVPCR_02:LR865407.1; chromosome PVPCR_03:LR865408.1; chromosome PVPCR_04:LR865409.1; chromosome PVPCR_05:LR865410.1; chromosome PVPCR_06:LR865411.1; chromosome PVPCR_07:LR865412.1; chromosome PVPCR_08:LR865413.1; chromosome PVPCR_09:LR865414.1; chromosome PVPCR_10:LR865415.1; chromosome PVPCR_11:LR865416.1; chromosome PVPCR_12:LR865417.1; chromosome PVPCR_13:LR865418.1; chromosome PVPCR_14:LR865419.1; mitochondrion PVPCR_MIT:LR865421.1; apicoplast PVPCR_API:LR865420.1	-	16	5377	5280	6/8/2020	6/8/2020	Complete Genome	King Abdullah University of Science and Technology	SAMEA7130171
Chromera velia	505693	PRJNA196886	196886	Protists	Other Protists	187.455	50	GCA_000585135.1	-	ARZB01	146690	-	-	3/3/2014	6/8/2014	Contig	Leibniz Institute DSMZ	SAMN02953850
Phytophthora parasitica	4792	PRJNA205154	205154	Protists	Other Protists	48.0752	49.6	GCA_000509465.1	-	AVGB01	6489	22048	26824	16/12/2013	4/8/2014	Scaffold	Broad Institute	SAMN02178347
Babesia microti	5868	PRJNA157387	157387	Protists	Apicomplexans	6.34611	36.3	GCA_001650065.1	-	JGUZ01	82	-	-	23/5/2016	23/5/2016	Contig	IGS	SAMN02203880
Nannochloropsis gaditana	72520	PRJNA416001	416001	Protists	Other Protists	30.8657	55.3203	GCA_002838785.1	chromosome 1:CM009051.1; chromosome 2:CM009052.1; chromosome 3:CM009053.1; chromosome 4:CM009054.1; chromosome 5:CM009055.1; chromosome 6:CM009056.1; chromosome 7:CM009057.1; chromosome 8:CM009058.1; chromosome 9:CM009059.1; chromosome 10:CM009060.1; chromosome 11:CM009061.1; chromosome 12:CM009062.1; chromosome 13:CM009063.1; chromosome 14:CM009064.1; chromosome 15:CM009065.1; chromosome 16:CM009066.1; chromosome 17:CM009067.1; chromosome 18:CM009068.1; chromosome 19:CM009069.1; chromosome 20:CM009070.1; chromosome 21:CM009071.1; chromosome 22:CM009072.1; chromosome 23:CM009073.1; chromosome 24:CM009074.1; chromosome 25:CM009075.1; chromosome 26:CM009076.1; chromosome 27:CM009077.1; chromosome 28:CM009078.1; chromosome 29:CM009079.1; chromosome 30:CM009080.1; mitochondrion MT:CM009082.1; chloroplast Pltd:CM009081.1	PEIC01	85	-	-	13/12/2017	14/12/2017	Chromosome	Synthetic Genomics	SAMN07839986
Theileria equi	5872	PRJNA849143	849143	Protists	Apicomplexans	11.5767	39.4533	GCA_024610995.1	chromosome 1:CP099437.1; chromosome 2:CP099435.1; chromosome 3:CP099439.1; chromosome 4:CP099438.1; mitochondrion MT:CP099436.1; apicoplast Pltd:CP099440.1	-	6	-	-	10/8/2022	10/8/2022	Complete Genome	USDA Animal Plant Health Inspection Service-National Veterinary Services Laboratories - DBPL	SAMN29040513
Sphaeroforma arctica	72019	PRJDB8476	563213	Protists	Other Protists	115.142	37.9	GCA_008580545.1	-	BJTW01	733	-	-	2/9/2019	3/9/2019	Contig	"Department of Life and Environmental Sciences, Prefectural University of Hiroshima"	SAMD00176138
Trypanosoma rangeli SC58	429131	PRJNA18945	18945	Protists	Kinetoplasts	15.1143	53	GCA_000492115.1	-	AUPL01	9066	7475	7475	30/10/2013	24/9/2014	Contig	BiowebDB	SAMN02953860
Trypanosoma congolense IL3000	1068625	PRJNA432511	432511	Protists	Kinetoplasts	39.1699	45.9	GCA_003013265.1	-	PQVL01	1539	-	-	21/3/2018	27/5/2022	Contig	Centre for Genomic Research	SAMN08451128
Trichobilharzia regenti	157069	PRJEB4662	261624	Animals	Flatworms	701.762	33.3	GCA_900618515.1	-	UZAO01	188369	-	-	30/11/2018	30/11/2018	Scaffold	"Wellcome Trust Sanger Institute, Wellcome Genome Campus"	SAMEA1876470
Hyaloperonospora arabidopsidis	272952	PRJNA297499	297499	Protists	Other Protists	70.2575	47.3	GCA_001414265.1	-	LKIA01	9283	-	-	27/10/2015	27/10/2015	Scaffold	University of Exeter	SAMN04124420
Cryptosporidium hominis	237895	PRJEB10000	304234	Protists	Apicomplexans	9.06885	30.1392	GCA_002223825.1	chromosome 1:LN877947.1; chromosome 2:LN877948.1; chromosome 3:LN877949.1; chromosome 4:LN877950.1; chromosome 5:LN877951.1; chromosome 6:LN877952.1; chromosome 7:LN877953.1; chromosome 8:LN877954.1	CXWB01	12	3818	3817	29/11/2015	3/12/2015	Chromosome	"Universidad de Antioquia, CNSG"	SAMEA3496639
Euglena gracilis var. bacillaris	158060	PRJNA294935	294935	Protists	Other Protists	41.1783	50.3	GCA_001638955.2	mitochondrion:LQMU00000000.1	LQMU01	105122	-	-	6/5/2016	27/8/2019	Contig	"Biology Centre, ASCR, v.v.i."	SAMN04038451
Acanthamoeba castellanii	5755	PRJNA599339	599339	Protists	Other Protists	46.1487	58.6	GCA_021020595.1	-	JAJGAO01	174	-	-	1/12/2021	1/12/2021	Contig	Institut Pasteur	SAMN13907871
Trichomonas vaginalis	5722	PRJNA343635	343635	Protists	Other Protists	164.072	32.6	GCA_002891335.1	-	MJMQ01	2486	-	-	17/1/2018	17/1/2018	Contig	Roche Molecular Systems	SAMN05791311
Leishmania infantum	5671	PRJEB20254	429908	Protists	Kinetoplasts	32.8032	59.7373	GCA_900500625.2	chromosome 1:LR812934.1; chromosome 2:LR812935.1; chromosome 3:LR812936.1; chromosome 4:LR812937.1; chromosome 5:LR812938.1; chromosome 6:LR812939.1; chromosome 7:LR812940.1; chromosome 8:LR812941.1; chromosome 9:LR812942.1; chromosome 10:LR812943.1; chromosome 11:LR812944.1; chromosome 12:LR812945.1; chromosome 13:LR812946.1; chromosome 14:LR812947.1; chromosome 15:LR812948.1; chromosome 16:LR812949.1; chromosome 17:LR812950.1; chromosome 18:LR812951.1; chromosome 19:LR812952.1; chromosome 20:LR812953.1; chromosome 21:LR812954.1; chromosome 22:LR812955.1; chromosome 23:LR812956.1; chromosome 24:LR812957.1; chromosome 25:LR812958.1; chromosome 26:LR812959.1; chromosome 27:LR812960.1; chromosome 28:LR812961.1; chromosome 29:LR812962.1; chromosome 30:LR812963.1; chromosome 31:LR812964.1; chromosome 32:LR812965.1; chromosome 33:LR812966.1; chromosome 34:LR812967.1; chromosome 35:LR812968.1; chromosome 36:LR812969.1	-	36	8747	8526	10/6/2020	10/6/2020	Complete Genome	Centro Biologia Molecular Severo Ochoa (CBMSO)	SAMEA103972945
Neospora caninum	29176	PRJNA597814	597814	Protists	Apicomplexans	61.4942	54.7959	GCA_016097395.1	chromosome I:CM027897.1; chromosome II:CM027898.1; chromosome III:CM027899.1; chromosome IV:CM027900.1; chromosome V:CM027901.1; chromosome VI:CM027902.1; chromosome VII:CM027903.1; chromosome VIII:CM027904.1; chromosome IX:CM027905.1; chromosome X:CM027906.1; chromosome XI:CM027907.1; chromosome XII:CM027908.1; chromosome XIII:CM027909.1	JACSGP01	44	-	-	16/12/2020	17/12/2020	Chromosome	Institut Pasteur de Montevideo	SAMN15893382
Tetrahymena thermophila	5911	PRJNA565159	565159	Protists	Other Protists	199.687	22.3741	GCA_016584475.1	chromosome 1:CM028431.1; chromosome 2:CM028432.1; chromosome 3:CM028433.1; chromosome 4:CM028434.1; chromosome 5:CM028435.1	VXIR01	23	-	-	8/1/2021	19/1/2021	Chromosome	J. Craig Venter Institute	SAMN12736122
Theileria parva	5875	PRJNA656576	656576	Protists	Apicomplexans	8.24932	34.1	GCA_014884785.1	-	JACXRY01	197	-	-	13/10/2020	13/10/2020	Scaffold	University of Maryland School of Medicine	SAMN15793554
Babesia bovis	5865	PRJNA750232	750232	Protists	Apicomplexans	7.9624	41.6	GCA_020449135.1	-	JAIUGG01	625	-	-	13/10/2021	13/10/2021	Contig	Centro de Ciencias Genomicas - Universidad Nacional Autonoma de Mexico	SAMN20446769
Plasmodium knowlesi	5850	PRJEB19298	407622	Protists	Apicomplexans	24.3112	38.6379	GCA_900162085.1	chromosome PkA1H1_01_v1:LT727648.1; chromosome PkA1H1_02_v1:LT727649.1; chromosome PkA1H1_03_v1:LT727650.1; chromosome PkA1H1_04_v1:LT727651.1; chromosome PkA1H1_05_v1:LT727652.1; chromosome PkA1H1_06_v1:LT727653.1; chromosome PkA1H1_07_v1:LT727654.1; chromosome PkA1H1_08_v1:LT727655.1; chromosome PkA1H1_09_v1:LT727656.1; chromosome PkA1H1_10_v1:LT727657.1; chromosome PkA1H1_11_v1:LT727658.1; chromosome PkA1H1_12_v1:LT727659.1; chromosome PkA1H1_13_v1:LT727660.1; chromosome PkA1H1_14_v1:LT727661.1; chromosome PkA1H1_API_v1:LT727663.1; chromosome PkA1H1_MIT_v1:LT727662.1	-	16	-	-	19/9/2017	19/9/2017	Chromosome	LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE	SAMEA78476668
Toxoplasma gondii	5811	PRJNA638608	638608	Protists	Apicomplexans	64.7217	52.347	GCA_016808245.1	chromosome Ia:CM029024.1; chromosome Ib:CM029025.1; chromosome II:CM029026.1; chromosome III:CM029027.1; chromosome IV:CM029028.1; chromosome V:CM029029.1; chromosome VI:CM029030.1; chromosome VIIa:CM029031.1; chromosome VIII:CM029032.1; chromosome IX:CM029033.1; chromosome X:CM029034.1; chromosome XI:CM029035.1; chromosome XII:CM029036.1	JACGUD01	27	-	-	4/2/2021	4/2/2021	Chromosome	University of Pittsburgh	SAMN15203628
Plasmodium berghei	5821	PRJEB11993	305111	Protists	Apicomplexans	18.8112	22.1068	GCA_900044335.1	chromosome 1:LT160021.1; chromosome 2:LT160022.1; chromosome 3:LT160023.1; chromosome 4:LT160024.1; chromosome 5:LT160025.1; chromosome 6:LT160026.1; chromosome 7:LT160027.1; chromosome 8:LT160028.1; chromosome 9:LT160029.1; chromosome 10:LT160030.1; chromosome 11:LT160031.1; chromosome 12:LT160032.1; chromosome 13:LT160033.1; chromosome 14:LT160034.1	FFUQ01	478	4890	4815	10/2/2016	10/2/2016	Chromosome	"Wellcome Trust Sanger Institute, Wellcome Genome Campus"	SAMEA666351
Plasmodium falciparum	5833	PRJEB8808	287239	Protists	Apicomplexans	22.6822	19.1914	GCA_900632045.1	chromosome 1:LR131290.1; chromosome 2:LR131291.1; chromosome 3:LR131292.1; chromosome 4:LR131293.1; chromosome 5:LR131294.1; chromosome 6:LR131295.1; chromosome 7:LR131296.1; chromosome 8:LR131297.1; chromosome 9:LR131298.1; chromosome 10:LR131299.1; chromosome 11:LR131300.1; chromosome 12:LR131301.1; chromosome 13:LR131302.1; chromosome 14:LR131303.1; mitochondrion 15:LR131304.1; apicoplast 16:LR131305.1	-	16	-	-	10/12/2018	10/12/2018	Complete Genome	Wellcome Sanger Institute	SAMEA3207711
Cryptosporidium parvum	5807	PRJNA744539	744539	Protists	Apicomplexans	9.19762	30.1088	GCA_019844115.2	chromosome 1:CP082119.1; chromosome 2:CP082118.1; chromosome 3:CP082117.1; chromosome 4:CP082115.1; chromosome 5:CP082116.1; chromosome 6:CP082114.1; chromosome 7:CP082113.1; chromosome 8:CP082112.1	-	8	-	-	1/9/2021	1/9/2021	Complete Genome	Baylor College of Medicine Human Genome Sequencing Center	SAMN20223754
Entamoeba histolytica	5759	PRJDB4673	324242	Protists	Other Protists	19.9246	24.7	GCA_001662325.1	-	BDEQ01	1	8476	8394	31/5/2016	8/6/2016	Contig	National Institute of Infectious Diseases	SAMD00049186
Trypanosoma brucei gambiense DAL972	679716	PRJEA40697	40697	Protists	Kinetoplasts	22.1481	47.1525	GCA_000210295.1	chromosome 1:NC_026734.1/FN554964.1; chromosome 2:NC_026735.1/FN554965.1; chromosome 3:NC_026736.1/FN554966.1; chromosome 4:NC_026737.1/FN554967.1; chromosome 5:NC_026738.1/FN554968.1; chromosome 6:NC_026739.1/FN554969.1; chromosome 7:NC_026740.1/FN554970.1; chromosome 8:NC_026741.1/FN554971.1; chromosome 9:NC_026742.1/FN554972.1; chromosome 10:NC_026743.1/FN554973.1; chromosome 11:NC_026744.1/FN554974.1	-	11	9930	9822	14/10/2009	30/6/2015	Chromosome	Wellcome Trust Sanger Institute	SAMEA2272188
