#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Claviceps paspali RRC 1481	877506	PRJNA51623	51623	Fungi	Ascomycetes	28.9743	47.5	GCA_000223175.2	-	AFRC01	2304	-	-	10/8/2011	11/8/2014	Contig	University of Kentucky	SAMN02981342
Nematocida parisii	586133	PRJNA579982	579982	Fungi	Other Fungi	4.04103	34.6	GCA_024243695.1	-	JALPMG01	167	2595	2595	13/7/2022	13/7/2022	Scaffold	University of Toronto	SAMN13280726
Epichloe amarillans E4668	1406313	PRJNA222148	222148	Fungi	Ascomycetes	40.873	44.1	GCA_000877375.1	-	JFGZ01	2380	-	-	18/2/2015	18/2/2015	Contig	University of Kentucky	SAMN02911896
Epichloe typhina subsp. poae	1181997	PRJNA843480	843480	Fungi	Ascomycetes	34.1855	42.9837	GCA_023658565.1	chromosome 1:CP098297.1; chromosome 2:CP098298.1; chromosome 3:CP098299.1; chromosome 4:CP098300.1; chromosome 5:CP098301.1; chromosome 6:CP098302.1; chromosome 7:CP098303.1; mitochondrion MT:CP098304.1	-	8	-	-	7/6/2022	7/6/2022	Complete Genome	Massey University	SAMN28744676
Ganoderma lucidum G.260125-1	1077286	PRJNA71455	71455	Fungi	Basidiomycetes	43.2926	56.1	GCA_000271565.1	-	AGAX01	82	-	-	21/6/2012	17/10/2014	Scaffold	The Institute of Medicinal Plant Development	SAMN02981363
Epicoccum nigrum P16	1122914	PRJNA77841	77841	Fungi	Ascomycetes	34.7306	51.9	GCA_009761125.1	-	QXHG01	669	-	-	17/12/2019	17/12/2019	Contig	University of São Paulo	SAMN09943814
Candida orthopsilosis	273371	PRJEB4430	232831	Fungi	Ascomycetes	13.2729	34.4	GCA_900002835.2	-	CBZO02	116	-	-	19/2/2014	27/10/2015	Scaffold	"Centre for Genomic Regulation, Barcelona"	SAMEA3146311
[Setosphaeria] turcica f. sp. sorghi	1540003	PRJNA860778	860778	Fungi	Ascomycetes	44.0636	50.7	GCA_024606495.1	-	JANJYT01	22	-	-	9/8/2022	9/8/2022	Contig	Shengyang Agricultural University	SAMN29862202
Daldinia eschscholzii IFB-TL01	1169046	PRJNA157267	157267	Fungi	Ascomycetes	35.814	46.8	GCA_001951055.1	-	AKGB01	98	-	-	12/1/2017	12/1/2017	Scaffold	nanjing university	SAMN06219542
Anncaliia algerae	723287	PRJEA84437	84437	Fungi	Other Fungi	13.8234	25.4	GCA_000313815.1	-	CAIR01	8427	-	-	1/6/2012	1/6/2012	Contig	Laboratoire Microorganismes : Génome et Environnement	SAMEA2272427
Cladosporium sphaerospermum UM 843	1151026	PRJNA85131	85131	Fungi	Ascomycetes	26.8942	55.6	GCA_000261425.2	-	AIIA02	155	-	-	7/5/2012	22/7/2014	Scaffold	UNIVERSITY OF MALAYA	SAMN02717006
Hortaea werneckii EXF-2000	1157616	PRJNA356640	356640	Fungi	Ascomycetes	49.7773	53.5	GCA_002127715.1	-	MUNK01	629	15649	15620	11/5/2017	11/5/2017	Contig	"University of California, Riverside"	SAMN02147108
Cyberlindnera jadinii	4903	PRJEB7977	289560	Fungi	Ascomycetes	12.7073	44.5	GCA_001245095.1	-	CDQK01	7	5566	5057	10/7/2015	10/7/2015	Scaffold	Justus-Liebig-Universitaet Giessen	SAMEA3174301
Volvariella volvacea PYd21	1216071	PRJNA171553	171553	Fungi	Basidiomycetes	36.6267	48.5	GCA_000355865.1	-	ANCH01	2304	-	-	8/4/2013	11/8/2014	Contig	Fujian Agriculture and Forestry University	SAMN02981474
Cordyceps cicadae BA-001	903638	PRJNA53245	53245	Fungi	Ascomycetes	34.522	52.7	GCA_001644785.1	-	AEIW01	2394	-	-	16/5/2016	16/5/2016	Contig	BioAsia Life Technology Co.Ltd	SAMN05001761
Ophiostoma novo-ulmi subsp. novo-ulmi	170179	PRJNA841745	841745	Fungi	Ascomycetes	31.7699	50.2	GCA_029298905.1	-	JANSLX01	11	-	-	20/3/2023	20/3/2023	Contig	Laval University	SAMN28613818
Zymoseptoria ardabiliae STIR04_3.13.1	985144	PRJNA63045	63045	Fungi	Ascomycetes	33.1904	53.6	GCA_000223785.2	-	AFIW01	1045	-	-	8/8/2011	11/8/2014	Contig	"University of Aarhus, Bioinformatics Research Center"	SAMN02981327
Zymoseptoria pseudotritici	1173715	PRJNA274679	274679	Fungi	Ascomycetes	36.7981	52.1	GCA_000983605.1	-	JYJD01	3380	-	-	30/4/2015	30/4/2015	Scaffold	Max Planck Institute for Evolutionary Biology	SAMN03333222
Epichloe elymi E56	1226778	PRJNA173776	173776	Fungi	Ascomycetes	32.3351	46.6	GCA_000315335.1	-	AMDJ01	6988	-	-	26/11/2012	11/8/2014	Contig	University of Kentucky	SAMN02981457
Lichtheimia corymbifera JMRC:FSU:9682	1263082	PRJEB3978	248798	Fungi	Other Fungi	33.5317	43.9	GCA_000723665.1	-	CBTN01	209	12379	13404	25/6/2014	30/1/2015	Scaffold	"Leibniz Institute for Natural Product Research and Infection Biology e.V. Hans-Kn.ll-Institute, Germany"	SAMEA3139041
Stachybotrys chartarum IBT 7711	1280523	PRJNA185811	185811	Fungi	Ascomycetes	36.8797	53.1	GCA_000730325.1	-	APIU01	2290	11530	11530	16/7/2014	18/7/2014	Scaffold	UT Southwestern	SAMN01819009
Kwoniella mangroviensis CBS 10435	1331196	PRJNA202099	202099	Fungi	Basidiomycetes	22.6538	44.9	GCA_000507885.2	-	ASQD01	37	8565	8429	10/12/2013	20/7/2016	Scaffold	Broad Institute	SAMN02141314
Flammulina velutipes KACC42780	1300067	PRJNA191921	191921	Fungi	Basidiomycetes	35.6425	49.7661	GCA_000633125.1	chromosome 1:CM002695.1; chromosome 2:CM002696.1; chromosome 3:CM002697.1; chromosome 4:CM002698.1; chromosome 5:CM002699.1; chromosome 6:CM002700.1; chromosome 7:CM002701.1; chromosome 8:CM002702.1; chromosome 9:CM002703.1; chromosome 10:CM002704.1; chromosome 11:CM002705.1	AQHU01	11	-	-	17/4/2014	21/4/2014	Chromosome	"Konkuk University, Rural Development Administration"	SAMN01940701
Umbelopsis isabellina B7317	1357687	PRJNA211912	211912	Fungi	Other Fungi	21.8708	42	GCA_000697415.1	-	JNEQ01	58	-	-	2/6/2014	2/6/2014	Contig	IGS	SAMN02370994
Papiliotrema laurentii RY1	1354741	PRJNA210827	210827	Fungi	Basidiomycetes	19.1459	56.1	GCA_000738825.1	-	JDSR01	1152	-	-	8/8/2014	8/8/2014	Scaffold	Jadavpur University	SAMN02639477
Valsa mali var. pyri (nom. inval.)	694573	PRJNA268128	268128	Fungi	Ascomycetes	35.7302	51.5	GCA_000813385.1	-	JUIZ01	475	10855	10855	2/1/2015	6/1/2016	Scaffold	Northwest A&F University	SAMN03203462
Cryptococcus gattii VGII CA1014	1296107	PRJNA191329	191329	Fungi	Basidiomycetes	17.5276	47.9	GCA_000875795.1	-	ASCS01	21	6628	6481	10/2/2015	17/2/2015	Scaffold	Broad Institute	SAMN01932844
Clarireedia homoeocarpa LT30	1195775	PRJNA167556	167556	Fungi	Ascomycetes	29.7255	44.6	GCA_000280825.1	-	AKKO01	31623	-	-	23/7/2012	11/8/2014	Contig	University of Massachusetts Amherst	SAMN02981424
Blumeria hordei K1	1283759	PRJNA639160	639160	Fungi	Ascomycetes	117.367	43.6	GCA_023065745.1	-	JAJOCF01	1440	-	-	20/4/2022	20/4/2022	Contig	RWTH Aachen University	SAMN15226359
Fusarium odoratissimum	2502994	PRJNA174275	174275	Fungi	Ascomycetes	52.9263	48.2	GCA_000350365.1	-	AMGQ01	840	14596	14459	2/4/2013	11/8/2014	Scaffold	BGI	SAMN02981461
[Candida] haemuloni var. vulneris	1231523	PRJNA559198	559198	Fungi	Ascomycetes	13.2076	45.2	GCA_012184645.1	-	WYDC01	350	5502	5502	8/4/2020	8/4/2020	Scaffold	Instituto de Pesquisa Pele Pequeno Principe	SAMN12529702
Cryptococcus gattii NT-10	1296108	PRJNA191330	191330	Fungi	Basidiomycetes	18.0326	47.9	GCA_000935105.1	-	AZGX01	226	6987	6744	10/2/2015	5/3/2015	Scaffold	Broad Institute	SAMN01932845
Cryptococcus gattii VGII Ram5	1296110	PRJNA191332	191332	Fungi	Basidiomycetes	17.4538	47.9	GCA_000836375.1	-	ASCM01	24	6613	6463	10/2/2015	17/2/2015	Scaffold	Broad Institute	SAMN01932847
Umbelopsis isabellina NBRC 7884	1441051	PRJDB1572	236720	Fungi	Other Fungi	22.5888	41.8	GCA_000534915.1	-	BAVE01	84	-	-	28/1/2014	15/9/2015	Contig	National Institute of Advanced Industrial Science and Technology (A)ST)	SAMD00036784
Komagataella phaffii	460519	PRJNA304977	304977	Fungi	Ascomycetes	9.39761	41.1816	GCA_001708085.1	chromosome 1:CP014708.1; chromosome 2:CP014709.1; chromosome 3:CP014710.1; chromosome 4:CP014711.1	-	7	5273	5057	12/8/2016	12/8/2016	Chromosome	Massachusetts Institute of Technology	SAMN04311987
Sporothrix schenckii ATCC 58251	1391915	PRJNA217088	217088	Fungi	Ascomycetes	32.228	55.1	GCA_000474925.1	-	AWEQ01	29	8805	8674	18/10/2013	4/8/2014	Scaffold	Broad Institute	SAMN00103270
Moesziomyces antarcticus T-34	1151754	PRJDB53	186736	Fungi	Basidiomycetes	18.0656	60.8	GCA_000334475.1	-	BAFG01	27	6560	6640	16/1/2013	16/9/2015	Scaffold	National Institute of Advanced Industrial Science and Technology	SAMD00036614
Stachybotrys chartarum IBT 40288	1283842	PRJNA170468	170468	Fungi	Ascomycetes	36.0127	53.4	GCA_000732765.1	-	AQPQ01	2351	11370	11368	22/7/2014	24/7/2014	Scaffold	UT Southwestern	SAMN01819007
Lichtheimia corymbifera 008-049	1279486	PRJNA186023	186023	Fungi	Other Fungi	36.5837	43.4	GCA_000697175.1	-	JNEE01	1626	-	-	2/6/2014	2/6/2014	Contig	IGS	SAMN02352518
Zymoseptoria ardabiliae STIR04_3.3.2	985146	PRJNA63047	63047	Fungi	Ascomycetes	32.8568	53.8	GCA_000223805.2	-	AFIX01	1175	-	-	8/8/2011	11/8/2014	Contig	"University of Aarhus, Bioinformatics Research Center"	SAMN02981329
Zymoseptoria pseudotritici STIR04_5.3	985141	PRJNA63037	63037	Fungi	Ascomycetes	32.7967	53.4	GCA_000223705.2	-	AFIS01	1146	-	-	8/8/2011	11/8/2014	Contig	"University of Aarhus, Bioinformatics Research Center"	SAMN02981324
Drepanopeziza brunnea f. sp. 'monogermtubi'	1569044	PRJNA794936	794936	Fungi	Ascomycetes	50.6473	41.2	GCA_021498335.1	-	JAKCWN01	28	-	-	18/1/2022	18/1/2022	Contig	Nanjing Forestry University	SAMN24663851
Heterobasidion annosum 03012	1264691	PRJNA182499	182499	Fungi	Basidiomycetes	31.0092	51.5	GCA_000633895.1	-	AOSL01	2415	-	-	21/4/2014	5/8/2020	Contig	Seoul National University	SAMN02730188
Daldinia eschscholzii UM1020	1147731	PRJNA82955	82955	Fungi	Ascomycetes	35.8424	46.5	GCA_000261445.1	-	AIID01	11382	-	-	7/5/2012	11/8/2014	Contig	UNIVERSITY OF MALAYA	SAMN02981406
Cercospora sojina S9	1144355	PRJNA82175	82175	Fungi	Ascomycetes	29.9495	53.6	GCA_002084285.1	-	AHPQ01	1804	-	-	10/4/2017	10/4/2017	Contig	University of illinois at urbana-champaign	SAMN06705298
Taphrina deformans JCM 22205	1450758	PRJDB1590	257905	Fungi	Ascomycetes	13.7735	49.5	GCA_000836155.1	-	BAVV01	529	-	-	3/2/2015	22/2/2017	Scaffold	University of Miyazaki	SAMD00009753
Ganoderma lucidum Xiangnong No.1	1127707	PRJNA77007	77007	Fungi	Basidiomycetes	39.9458	55.3	GCA_000262775.1	-	AHGX01	634	-	-	14/5/2012	4/8/2014	Scaffold	Huazhong University of Science and Technology	SAMN00754288
Claviceps purpurea	5111	PRJNA528707	528707	Fungi	Ascomycetes	30.6454	51.7	GCA_018360975.1	-	SRRC01	1343	8713	8592	14/5/2021	14/5/2021	Contig	None	SAMN11159854
Epichloe typhina subsp. typhina	2570311	PRJNA533210	533210	Fungi	Ascomycetes	33.9305	43.5882	GCA_021378235.1	chromosome 1:CP064796.1; chromosome 2:CP064797.1; chromosome 3:CP064798.1; chromosome 4:CP064799.1; chromosome 5:CP064800.1; chromosome 6:CP064801.1; chromosome 7:CP064802.1; mitochondrion MT:CP064803.1	-	8	-	-	6/1/2022	6/1/2022	Complete Genome	ETH Zurich	SAMN11445403
Hamiltosporidium tvaerminnensis OER-3-3	657448	PRJNA39213	39213	Fungi	Other Fungi	13.2708	26.5	GCA_000180835.1	-	ACSZ01	41786	-	-	30/9/2009	6/8/2014	Contig	University of British Columbia	SAMN02953763
Serpula lacrymans var. lacrymans	341189	PRJNA412961	412961	Fungi	Basidiomycetes	37.393	44.8	GCA_002891375.1	-	PDDN01	1530	-	-	17/1/2018	17/1/2018	Scaffold	University of Oslo	SAMN07733283
Agaricus bisporus var. burnettii	192524	PRJNA635555	635555	Fungi	Basidiomycetes	30.7025	46.6277	GCA_014872705.1	chromosome II:CM026495.1; chromosome IV:CM026496.1; chromosome VI:CM026497.1; chromosome VII:CM026498.1; chromosome VIII:CM026499.1; chromosome IX:CM026500.1; chromosome X:CM026501.1; chromosome XI:CM026502.1; chromosome XII:CM026503.1; chromosome XIII:CM026504.1	JABXXO01	16	11763	11763	2/10/2020	21/10/2020	Chromosome	Utrecht University	SAMN15043479
Verticillium dahliae	27337	PRJNA506278	506278	Fungi	Ascomycetes	33.2952	55.4075	GCA_004109745.1	chromosome 1:CM014041.1; chromosome 2:CM014042.1; chromosome 3:CM014043.1; chromosome 4:CM014044.1; chromosome 5:CM014045.1; chromosome 6:CM014046.1; chromosome 7:CM014047.1; chromosome 8:CM014048.1	RSDZ01	277	9671	9671	24/1/2019	25/1/2019	Chromosome	CSIRO	SAMN10457093
Trichophyton rubrum	5551	PRJEB45548	739955	Fungi	Ascomycetes	22.1391	48.3	GCA_910591905.1	-	CAJUYM01	17	-	-	6/7/2021	6/7/2021	Scaffold	Sciensano	SAMEA8907461
Fusarium oxysporum f. sp. koae	654392	PRJNA627434	627434	Fungi	Ascomycetes	48.1331	47.5001	GCA_014857105.1	chromosome LSX:CP052908.1; chromosome 1:CP052897.1; chromosome 2:CP052898.1; chromosome 4:CP052899.1; chromosome 5:CP052900.1; chromosome 7:CP052901.1; chromosome 8:CP052902.1; chromosome 9:CP052903.1; chromosome 10:CP052904.1; chromosome 11:CP052905.1; chromosome 12:CP052906.1; chromosome 13:CP052907.1	-	12	-	-	6/10/2020	6/10/2020	Chromosome	Colorado State University	SAMN14669696
Batrachochytrium dendrobatidis JEL423	403673	PRJNA13653	13653	Fungi	Other Fungi	23.8977	39.4	GCA_000149865.1	-	AATT01	70	8763	9879	20/10/2006	16/5/2016	Scaffold	Broad Institute	SAMN02953669
Paracoccidioides brasiliensis Pb03	482561	PRJNA27779	27779	Fungi	Ascomycetes	29.0627	44.5	GCA_000150475.2	-	ABHV02	65	8548	8427	28/11/2007	13/11/2014	Scaffold	Broad Institute	SAMN02953708
Coccidioides immitis H538.4	396776	PRJNA17355	17355	Fungi	Ascomycetes	27.7811	46.9	GCA_000149815.1	-	AASO01	556	10724	10593	22/9/2006	13/7/2015	Scaffold	Broad Institute	SAMN02953661
Blastomyces dermatitidis ATCC 18187	946394	PRJNA61999	61999	Fungi	Ascomycetes	61.1344	37.8	GCA_000301155.1	-	AJJV01	29569	-	-	1/10/2012	11/8/2014	Scaffold	Broad Institute	SAMN02981411
Histoplasma capsulatum H88	544711	PRJNA682648	682648	Fungi	Ascomycetes	37.997	41.9592	GCA_017310615.1	chromosome 1:CP069102.1; chromosome 2:CP069103.1; chromosome 3:CP069104.1; chromosome 4:CP069105.1; chromosome 5:CP069106.1; chromosome 6:CP069107.1; mitochondrion MT:CP069108.1	-	7	12289	9312	9/3/2021	9/3/2021	Complete Genome	"University of California, San Francisco"	SAMN17004946
Encephalitozoon cuniculi EcunIII-L	1355160	PRJNA210874	210874	Fungi	Other Fungi	2.29237	46.9	GCA_001078035.1	-	LFTZ01	15	1896	1834	15/7/2015	15/7/2015	Contig	University of Ottawa	SAMN02230182
Encephalitozoon cuniculi EC1	986730	PRJNA63135	63135	Fungi	Other Fungi	2.28811	46.9	GCA_000221285.2	-	AEWD01	71	-	-	22/7/2011	11/8/2014	Contig	Broad Institute	SAMN02981306
Saccharomyces mikatae IFO 1815	226126	PRJNA374	374	Fungi	Ascomycetes	11.4703	38	GCA_000166975.1	-	AABZ01	1648	-	-	28/3/2003	6/8/2014	Contig	Broad Institute	SAMN02953585
Yarrowia lipolytica WSH-Z06	1437815	PRJEB5051	240972	Fungi	Ascomycetes	20.1385	49.0342	GCA_000613145.2	chromosome I:HG934059.1; chromosome II:HG934060.1; chromosome III:HG934061.1; chromosome IV:HG934062.1; chromosome V:HG934063.1; chromosome VI:HG934064.1; mitochondrion MT:LK934652.1	-	7	-	-	10/3/2014	27/2/2015	Complete Genome	JIANGNAN UNIVERSITY	SAMEA3138994
Coccidioides immitis RMSCC 3703	454286	PRJNA17761	17761	Fungi	Ascomycetes	27.7088	47	GCA_000150085.1	-	ABBC01	289	10538	10463	12/7/2007	13/7/2015	Scaffold	Broad Institute	SAMN02953689
Saccharomyces pastorianus CBS 1513	1073566	PRJDB4073	307492	Fungi	Ascomycetes	19.2482	39.3	GCA_001515445.2	-	BBYW01	178	-	-	13/1/2016	23/3/2016	Scaffold	Tokyo Institute of Technology	SAMD00035485
Aspergillus niger CBS 101883	1450533	PRJNA479910	479910	Fungi	Ascomycetes	35.8536	49.5	GCA_003184595.1	-	MSFR01	107	13359	13082	4/6/2018	12/6/2018	Scaffold	NCBI	SAMN05660348
Blumeria graminis f. sp. tritici 96224	1268274	PRJNA183607	183607	Fungi	Ascomycetes	158.945	46.3	GCA_000418435.1	-	ANZE01	1867	6538	6525	8/7/2013	11/8/2014	Scaffold	University of Zurich	SAMN02981491
Alternaria brassicicola ATCC 96836	622360	PRJNA34523	34523	Fungi	Ascomycetes	29.5365	50.7	GCA_000174375.1	-	ACIW01	3280	-	-	10/3/2009	6/8/2014	Contig	Washington University Genome Center (WUGC)	SAMN02953751
Metarhizium anisopliae ARSEF 549	1276135	PRJNA184754	184754	Fungi	Ascomycetes	38.5043	50.9	GCA_000814975.1	-	AZNF01	74	10891	10891	6/1/2015	6/1/2015	Scaffold	"Shanghai Insititutes for Biological Sciences, CAS"	SAMN03268434
Pyrenophora teres f. teres	97479	PRJNA434142	434142	Fungi	Ascomycetes	49.652	45.6757	GCA_008086845.1	chromosome 1:CM017820.1; chromosome 2:CM017821.1; chromosome 3:CM017822.1; chromosome 4:CM017823.1; chromosome 5:CM017824.1; chromosome 6:CM017825.1; chromosome 7:CM017826.1; chromosome 8:CM017827.1; chromosome 9:CM017828.1; chromosome 10:CM017829.1; chromosome 11:CM017830.1; chromosome 12:CM017831.1; mitochondrion MT:CM017832.1	VBVN01	39	-	-	26/8/2019	28/8/2019	Chromosome	NDSU	SAMN09393901
Wickerhamomyces anomalus NRRL Y-366	885923	PRJNA52059	52059	Fungi	Ascomycetes	26.555	35.1	GCA_000147375.2	-	AEGI02	1932	-	-	15/9/2010	11/8/2014	Scaffold	"Bielefeld University, CeBiTec"	SAMN02981276
Wolfiporia cocos MD-104 SS10	742152	PRJNA52943	52943	Fungi	Basidiomycetes	50.4836	52	GCA_000344635.1	-	AEHD01	348	12358	12212	6/3/2013	11/8/2014	Scaffold	DOE Joint Genome Institute	SAMN02981280
Epichloe typhina E8	1227655	PRJNA174036	174036	Fungi	Ascomycetes	41.4386	41.5	GCA_000308955.1	-	AMDI01	2744	-	-	31/10/2012	11/8/2014	Contig	University of Kentucky	SAMN02981456
Aspergillus sojae NBRC 4239	927772	PRJDA60265	60265	Fungi	Ascomycetes	39.6722	48.1	GCA_000226655.2	-	BACA02	501	-	-	14/6/2011	8/9/2020	Scaffold	Kikkoman Corporation	SAMD00036547
Ganoderma lucidum BCRC 37177	939174	PRJDA61381	61381	Fungi	Basidiomycetes	44.0804	55.5	GCA_000338035.1	-	BACH01	3275	-	-	1/2/2013	16/9/2015	Contig	Ganoderma lucidum Research Consortium	SAMD00036554
Ophiocordyceps sinensis CO18	911162	PRJNA59569	59569	Fungi	Ascomycetes	78.5158	46.1	GCA_000448365.1	-	ANOV01	10603	6972	6972	20/8/2013	11/8/2014	Scaffold	Shanghai Institutes for Biological Sciences	SAMN02981486
Plenodomus lingam/Leptosphaeria maculans 'brassicae' group	225342	PRJEB24469	448722	Fungi	Ascomycetes	43.4266	45.7	GCA_900465115.1	-	UBIQ01	288	-	-	18/6/2018	18/6/2018	Contig	Genoscope	SAMEA104483102
Penicillium digitatum PHI26	1170229	PRJNA157541	157541	Fungi	Ascomycetes	25.9851	48.8737	GCA_000315665.1	mitochondrion MT:CM001645.1	AKCT01	101	9134	9133	27/11/2012	4/11/2015	Scaffold	Center for Genomic Regulation (CRG)	SAMN02399970
Zymoseptoria pseudotritici STIR04_5.9.1	985142	PRJNA63039	63039	Fungi	Ascomycetes	32.4962	53.5	GCA_000223725.2	-	AFIT01	1150	-	-	8/8/2011	11/8/2014	Contig	"University of Aarhus, Bioinformatics Research Center"	SAMN02981325
Zymoseptoria ardabiliae	1173716	PRJNA274679	274679	Fungi	Ascomycetes	34.4112	52.9	GCA_000983525.1	-	JYJC01	3673	-	-	30/4/2015	30/4/2015	Scaffold	Max Planck Institute for Evolutionary Biology	SAMN03333221
Trichophyton soudanense CBS 452.61	1215331	PRJNA186831	186831	Fungi	Ascomycetes	22.8544	47.5	GCA_000616865.1	-	AOKW01	420	9015	10671	2/4/2014	8/4/2014	Scaffold	Broad Institute	SAMN01091664
Trichoderma longibrachiatum SMF2	1234776	PRJNA175761	175761	Fungi	Ascomycetes	31.7431	54	GCA_000332775.1	-	ANBJ01	194	-	-	22/1/2013	11/8/2014	Scaffold	Shandong University	SAMN02981471
Austropuccinia psidii MF-1	1389203	PRJNA215767	215767	Fungi	Basidiomycetes	648.992	33.6	GCA_000469055.2	-	AVOT02	159332	-	-	19/9/2013	19/7/2021	Scaffold	USP	SAMN02981557
Diplodia sapinea CMW 190	1400760	PRJNA215898	215898	Fungi	Ascomycetes	36.0534	56.9	GCA_000671355.1	-	AXCF01	2048	-	-	2/5/2014	2/5/2014	Scaffold	"Forestry and Agricultural Biotechnology Institute, University of Pretoria"	SAMN02333269
Epichloe bromicola ATCC 200750	1405084	PRJNA221343	221343	Fungi	Ascomycetes	28.5799	45.3	GCA_000729905.1	-	JFHA01	16548	-	-	15/7/2014	15/7/2014	Contig	University of Kentucky	SAMN02911897
Lichtheimia ramosa B5792	1357685	PRJNA211910	211910	Fungi	Other Fungi	42.4207	41.1	GCA_000697395.1	-	JNEP01	3694	-	-	2/6/2014	2/6/2014	Contig	IGS	SAMN02370993
Trichophyton interdigitale MR816	1215338	PRJNA186835	186835	Fungi	Ascomycetes	22.4696	48	GCA_000622975.1	-	AOKY01	956	8083	8282	2/4/2014	9/5/2014	Contig	Broad Institute	SAMN01091671
Cryptococcus gattii VGII 2001/935-1	1334442	PRJNA203282	203282	Fungi	Basidiomycetes	17.5667	47.9	GCA_000835815.1	-	AVEX01	24	6645	6495	10/2/2015	17/2/2015	Scaffold	Broad Institute	SAMN02146424
Cryptococcus gattii E566	1296102	PRJNA191324	191324	Fungi	Basidiomycetes	17.9968	47.9	GCA_000875815.1	-	ASCT01	52	6879	6732	10/2/2015	26/2/2015	Scaffold	Broad Institute	SAMN01932839
Pleurotus eryngii var. ferulae	228215	PRJNA529050	529050	Fungi	Basidiomycetes	47.9961	49.9	GCA_029467795.1	-	SPUN01	51	-	-	29/3/2023	29/3/2023	Contig	Jilin Agricultural University	SAMN11254537
Pleurotus eryngii var. elaeoselini	662516	PRJNA529063	529063	Fungi	Basidiomycetes	51.1388	49.7	GCA_029874175.1	-	SPUP01	42	-	-	26/4/2023	26/4/2023	Contig	Jilin Agricultural University	SAMN11254633
Cryptococcus gattii Ru294	1296112	PRJNA191334	191334	Fungi	Basidiomycetes	17.8603	47.9	GCA_000836355.1	-	ASCO01	53	6904	6757	10/2/2015	17/2/2015	Scaffold	Broad Institute	SAMN01932849
Cryptococcus gattii VGII MMRL2647	1296117	PRJNA191372	191372	Fungi	Basidiomycetes	17.4857	47.9	GCA_000875855.1	-	ATAN01	25	6624	6475	10/2/2015	17/2/2015	Scaffold	Broad Institute	SAMN01932886
Trichophyton interdigitale H6	1215336	PRJNA186827	186827	Fungi	Ascomycetes	21.9384	48.9	GCA_000616785.1	-	AOKS01	2831	8221	8397	2/4/2014	8/4/2014	Scaffold	Broad Institute	SAMN01091669
Lichtheimia ramosa B5399	1274788	PRJNA184882	184882	Fungi	Other Fungi	45.567	41.2	GCA_000738555.1	-	JNDO01	3968	-	-	5/8/2014	5/8/2014	Contig	IGS	SAMN02351503
Penicillium camemberti FM 013	1429867	PRJEB4962	230337	Fungi	Ascomycetes	35.012	48.2	GCA_000513335.1	-	CBVV01	180	14511	14418	4/12/2013	30/1/2015	Scaffold	"Laboratoire des Interactions Plantes Micro-Organismes, INRA, France"	SAMEA3138840
Tricholoma matsutake 945	1095628	PRJNA200596	200596	Fungi	Basidiomycetes	175.758	45.8	GCA_014904895.1	-	WIUY01	2545	23168	22781	20/10/2020	26/10/2020	Scaffold	DOE Joint Genome Institute	SAMN02584713
Linnemannia elongata AG-77	1314771	PRJNA196039	196039	Fungi	Other Fungi	49.8516	48.1	GCA_001651415.1	-	LYLZ01	472	15211	14961	24/5/2016	26/5/2016	Scaffold	DOE Joint Genome Institute	SAMN02745706
Zymoseptoria pseudotritici STIR04_3.11.1	744267	PRJNA46489	46489	Fungi	Ascomycetes	33.4568	53.2	GCA_000226675.2	-	AFIO01	2408	-	-	3/6/2011	11/8/2014	Contig	"Bioinformatics Reserach Center, Aarhus University"	SAMN02981320
Penicillium digitatum Pd01-ZJU	1254403	PRJNA178915	178915	Fungi	Ascomycetes	25.0111	48.9	GCA_000485865.1	-	ANGJ01	1816	-	-	29/10/2013	11/8/2014	Contig	Institute of developmentive and regenerative biology	SAMN02981476
Candida orthopsilosis AY2	1213353	PRJNA171019	171019	Fungi	Ascomycetes	14.5117	37.3	GCA_000304155.1	-	AMDC01	4152	-	-	9/10/2012	11/8/2014	Contig	Universiti Teknologi Malaysia	SAMN02981454
Epichloe typhina E5819	1051583	PRJNA68441	68441	Fungi	Ascomycetes	34.1858	42.9	GCA_000222955.2	-	AFSE01	2556	-	-	3/8/2011	11/8/2014	Contig	University of Kentucky 	SAMN02981349
Epichloe festucae E2368	696363	PRJNA42133	42133	Fungi	Ascomycetes	35.0416	44.3	GCA_000151575.2	-	ADFL02	1398	-	-	5/1/2010	11/8/2014	Scaffold	University of Kentucky	SAMN02981256
Metarhizium anisopliae BRIP 53284	1291519	PRJNA188935	188935	Fungi	Ascomycetes	38.0886	51.5	GCA_000426985.1	-	APNC01	1193	11456	11456	12/7/2013	18/3/2015	Scaffold	"EH Graham Centre for Agricultural Innovation, School of Agricultural and Wine Sciences, Charles Sturt University"	SAMN02981522
Blumeria graminis f. sp. tritici Bgt#70	1307830	PRJNA193611	193611	Fungi	Ascomycetes	76.5216	43.7	GCA_000441875.1	-	ASJN01	90458	-	-	2/7/2013	11/8/2014	Scaffold	University of Zurich	SAMN02981534
Coccidioides posadasii RMSCC 3488	454284	PRJNA17783	17783	Fungi	Ascomycetes	28.2111	46.3	GCA_000150055.1	-	ABBB01	9	10016	9964	12/7/2007	29/6/2015	Scaffold	Broad Institute	SAMN02953688
